GamePk,GameDate,GameTime,PlayerId,FullName,LastName,BatterStand,Side,Team,Opponent,BattingPosition,PlateAppearances,AtBats,Hits,Bases,Strikeouts,Walks,Singles,Doubles,Triples,HomeRuns,RBIs,Runs,StolenBaseAttempts,StolenBaseSuccesses,PointsDK,PointsFD,HomeRunProbability,HitProbability,StolenBaseProbability
823479,2026-04-12,1:35,702222,Justin Crawford,Crawford,L,H,PHI,ARI,9,3.722,3.374,0.737,1.123,0.783,0.26,0.517,0.134,0.005,0.08,0.378,0.38,0.065,0.056,5.385,7.024,0.077,0.549,0.055
823642,2026-04-12,1:40,543760,Marcus Semien,Semien,R,H,NYM,ATH,6,4.07,3.474,0.731,1.19,0.654,0.5,0.477,0.147,0.01,0.097,0.42,0.379,0.099,0.08,6.22,8.237,0.091,0.542,0.078
823642,2026-04-12,1:40,593871,Jorge Polanco,Polanco,S,H,NYM,ATH,2,4.343,3.786,0.818,1.341,0.784,0.465,0.54,0.15,0.014,0.115,0.391,0.447,0.077,0.061,6.539,8.581,0.11,0.585,0.058
823642,2026-04-12,1:40,596019,Francisco Lindor,Lindor,S,H,NYM,ATH,1,4.491,3.928,0.947,1.569,0.82,0.476,0.621,0.174,0.01,0.142,0.421,0.527,0.173,0.143,7.802,10.154,0.133,0.652,0.136
823642,2026-04-12,1:40,620443,Luis Torrens,Torrens,R,H,NYM,ATH,8,3.514,3.141,0.761,1.099,0.675,0.281,0.552,0.143,0.006,0.061,0.346,0.346,0.016,0.013,5.037,6.536,0.059,0.558,0.013
823642,2026-04-12,1:40,621438,Tyrone Taylor,Taylor,R,H,NYM,ATH,9,3.398,3.095,0.696,1.035,0.725,0.23,0.501,0.115,0.015,0.065,0.312,0.319,0.096,0.076,4.95,6.367,0.064,0.53,0.073
823642,2026-04-12,1:40,643446,Jeff McNeil,McNeil,L,A,ATH,NYM,7,3.987,3.485,0.793,1.185,0.762,0.404,0.544,0.168,0.02,0.061,0.315,0.322,0.043,0.033,5.494,7.102,0.06,0.574,0.033
823642,2026-04-12,1:40,666126,Carlos Cortes,Cortes,L,A,ATH,NYM,5,4.174,3.692,0.744,1.137,0.998,0.403,0.518,0.137,0.013,0.077,0.363,0.347,0.03,0.022,5.446,7.135,0.074,0.547,0.022
823642,2026-04-12,1:40,666182,Bo Bichette,Bichette,R,H,NYM,ATH,4,4.198,3.651,0.906,1.308,0.646,0.448,0.642,0.189,0.011,0.064,0.383,0.412,0.099,0.073,6.448,8.366,0.063,0.623,0.071
823642,2026-04-12,1:40,669127,Shea Langeliers,Langeliers,R,A,ATH,NYM,3,4.433,4.001,0.796,1.33,1.435,0.336,0.486,0.193,0.011,0.106,0.407,0.369,0.061,0.049,6.044,7.9,0.101,0.573,0.048
823642,2026-04-12,1:40,671732,Lawrence Butler,Butler,L,A,ATH,NYM,1,4.67,3.978,0.74,1.213,1.732,0.613,0.476,0.154,0.01,0.1,0.311,0.472,0.247,0.208,7.107,9.324,0.096,0.54,0.19
823642,2026-04-12,1:40,672016,Denzel Clarke,Clarke,R,A,ATH,NYM,9,3.51,3.1,0.502,0.748,1.351,0.348,0.357,0.088,0.011,0.045,0.241,0.24,0.102,0.086,4.14,5.412,0.045,0.405,0.082
823642,2026-04-12,1:40,676724,Jared Young,Young,L,H,NYM,ATH,3,4.093,3.556,0.651,1.034,1.187,0.451,0.431,0.133,0.011,0.076,0.334,0.352,0.098,0.08,5.482,7.232,0.073,0.502,0.078
823642,2026-04-12,1:40,683146,Brett Baty,Baty,L,H,NYM,ATH,5,4.116,3.618,0.767,1.203,1.042,0.411,0.517,0.154,0.006,0.09,0.408,0.386,0.055,0.044,5.896,7.765,0.088,0.562,0.042
823642,2026-04-12,1:40,687231,Darell Hernaiz,Hernaiz,R,A,ATH,NYM,8,3.853,3.472,0.725,0.972,0.947,0.288,0.556,0.124,0.011,0.034,0.271,0.274,0.097,0.078,4.771,6.075,0.034,0.537,0.076
823642,2026-04-12,1:40,691016,Tyler Soderstrom,Soderstrom,L,A,ATH,NYM,4,4.319,3.755,0.793,1.213,1.322,0.476,0.545,0.162,0.002,0.084,0.379,0.354,0.067,0.054,5.993,7.849,0.08,0.561,0.052
823642,2026-04-12,1:40,691777,Max Muncy,Muncy,R,A,ATH,NYM,6,4.143,3.774,0.686,1.137,1.558,0.292,0.437,0.143,0.007,0.098,0.364,0.331,0.033,0.026,5.168,6.775,0.095,0.515,0.026
823642,2026-04-12,1:40,701762,Nick Kurtz,Kurtz,L,A,ATH,NYM,2,4.496,3.614,0.624,1.08,1.696,0.8,0.386,0.125,0.009,0.104,0.341,0.427,0.046,0.034,6.202,8.401,0.098,0.476,0.034
823642,2026-04-12,1:40,701807,Carson Benge,Benge,L,H,NYM,ATH,7,3.964,3.523,0.665,0.945,1.097,0.362,0.485,0.131,0.0,0.049,0.309,0.334,0.251,0.198,5.603,7.257,0.048,0.505,0.179
823804,2026-04-12,2:10,592885,Christian Yelich,Yelich,L,H,MIL,WAS,3,4.371,3.729,0.972,1.63,0.828,0.546,0.61,0.203,0.021,0.138,0.558,0.566,0.158,0.123,8.347,11.032,0.13,0.648,0.117
823804,2026-04-12,2:10,641343,Jake Bauers,Bauers,L,H,MIL,WAS,4,4.153,3.392,0.776,1.469,0.885,0.67,0.443,0.148,0.01,0.175,0.61,0.558,0.126,0.108,8.114,10.984,0.167,0.569,0.104
823804,2026-04-12,2:10,660688,Keibert Ruiz,Ruiz,S,A,WAS,MIL,8,3.706,3.414,0.761,1.066,0.457,0.189,0.573,0.13,0.0,0.058,0.296,0.309,0.034,0.029,4.684,5.963,0.056,0.568,0.029
823804,2026-04-12,2:10,661388,William Contreras,Contreras,R,H,MIL,WAS,2,4.592,3.889,1.04,1.798,0.656,0.596,0.631,0.231,0.008,0.17,0.587,0.674,0.043,0.033,8.691,11.587,0.161,0.682,0.032
823804,2026-04-12,2:10,663368,Blake Perkins,Perkins,S,H,MIL,WAS,8,3.824,3.292,0.699,1.104,0.835,0.451,0.466,0.144,0.007,0.082,0.398,0.427,0.18,0.146,6.277,8.298,0.081,0.527,0.138
823804,2026-04-12,2:10,666152,David Hamilton,Hamilton,L,H,MIL,WAS,7,3.695,3.241,0.673,1.181,0.675,0.368,0.404,0.146,0.007,0.116,0.432,0.411,0.39,0.319,7.175,9.388,0.112,0.517,0.282
823804,2026-04-12,2:10,668930,Brice Turang,Turang,L,H,MIL,WAS,1,4.571,3.819,0.854,1.474,0.976,0.642,0.522,0.177,0.021,0.134,0.449,0.656,0.295,0.245,8.678,11.492,0.127,0.601,0.223
823804,2026-04-12,2:10,669003,Garrett Mitchell,Mitchell,L,H,MIL,WAS,5,4.047,3.428,0.699,1.228,1.332,0.537,0.421,0.147,0.009,0.122,0.495,0.456,0.259,0.207,7.297,9.73,0.118,0.529,0.192
823804,2026-04-12,2:10,671277,Luis Garcia,Garcia,L,A,WAS,MIL,2,4.517,4.206,1.018,1.812,0.905,0.203,0.624,0.185,0.017,0.191,0.534,0.511,0.118,0.097,7.832,10.131,0.176,0.676,0.093
823804,2026-04-12,2:10,677588,Jose Tena,Tena,L,A,WAS,MIL,7,3.833,3.427,0.676,1.064,1.182,0.336,0.464,0.116,0.015,0.081,0.325,0.318,0.132,0.107,5.392,6.996,0.077,0.509,0.102
823804,2026-04-12,2:10,682928,C.J. Abrams,Abrams,L,A,WAS,MIL,5,4.18,3.754,0.816,1.426,1.009,0.327,0.506,0.147,0.027,0.137,0.443,0.417,0.243,0.197,7.187,9.322,0.13,0.588,0.182
823804,2026-04-12,2:10,683083,Nasim Nunez,Nunez,S,A,WAS,MIL,6,4.005,3.571,0.65,1.058,1.052,0.356,0.418,0.145,0.0,0.088,0.322,0.359,0.314,0.257,6.215,8.062,0.085,0.498,0.232
823804,2026-04-12,2:10,686217,Sal Frelick,Frelick,L,H,MIL,WAS,6,4.068,3.548,0.871,1.358,0.539,0.428,0.575,0.193,0.017,0.086,0.488,0.441,0.131,0.108,6.946,9.127,0.084,0.616,0.101
823804,2026-04-12,2:10,687401,Joey Ortiz,Ortiz,R,H,MIL,WAS,9,3.523,3.185,0.793,1.108,0.432,0.241,0.578,0.157,0.016,0.042,0.352,0.384,0.119,0.095,5.493,7.074,0.041,0.573,0.092
823804,2026-04-12,2:10,691781,Brady House,House,R,A,WAS,MIL,3,4.306,3.964,0.788,1.263,1.316,0.254,0.532,0.147,0.0,0.109,0.376,0.388,0.091,0.072,5.819,7.54,0.104,0.571,0.069
823804,2026-04-12,2:10,695578,James Wood,Wood,L,A,WAS,MIL,1,4.552,3.858,0.791,1.436,1.476,0.606,0.48,0.14,0.006,0.165,0.405,0.533,0.159,0.132,7.584,10.045,0.155,0.577,0.128
823804,2026-04-12,2:10,695734,Daylen Lile,Lile,L,A,WAS,MIL,4,4.25,3.884,0.917,1.495,0.828,0.267,0.616,0.145,0.036,0.12,0.444,0.419,0.104,0.088,6.767,8.713,0.115,0.626,0.085
823804,2026-04-12,2:10,696285,Jacob Young,Young,R,A,WAS,MIL,9,3.417,3.121,0.717,1.027,0.694,0.221,0.503,0.161,0.008,0.045,0.267,0.317,0.229,0.188,5.373,6.82,0.044,0.533,0.172
823966,2026-04-12,4:10,518692,Freddie Freeman,Freeman,L,H,LAD,TEX,4,4.058,3.611,0.784,1.399,0.93,0.361,0.467,0.163,0.008,0.145,0.466,0.434,0.052,0.041,6.465,8.55,0.136,0.571,0.04
823966,2026-04-12,4:10,571970,Max Muncy,Muncy,L,H,LAD,TEX,5,4.062,3.525,0.682,1.279,1.197,0.455,0.397,0.126,0.006,0.153,0.443,0.416,0.037,0.029,6.171,8.257,0.143,0.511,0.029
823966,2026-04-12,4:10,592626,Joc Pederson,Pederson,L,A,TEX,LAD,5,4.243,3.584,0.753,1.314,0.939,0.57,0.46,0.154,0.012,0.128,0.472,0.467,0.046,0.034,6.708,9.0,0.121,0.55,0.033
823966,2026-04-12,4:10,606192,Teoscar Hernandez,Hernandez,R,H,LAD,TEX,6,3.881,3.523,0.771,1.303,1.103,0.272,0.487,0.155,0.01,0.119,0.409,0.343,0.099,0.082,5.965,7.747,0.113,0.556,0.08
823966,2026-04-12,4:10,607043,Brandon Nimmo,Nimmo,L,A,TEX,LAD,1,4.862,4.174,0.952,1.641,0.973,0.581,0.591,0.181,0.029,0.15,0.485,0.645,0.101,0.082,8.245,10.919,0.14,0.638,0.081
823966,2026-04-12,4:10,608369,Corey Seager,Seager,L,A,TEX,LAD,3,4.656,3.896,0.981,1.777,0.959,0.669,0.576,0.204,0.009,0.191,0.648,0.577,0.039,0.03,8.673,11.633,0.177,0.658,0.029
823966,2026-04-12,4:10,643376,Danny Jansen,Jansen,R,A,TEX,LAD,7,4.235,3.574,0.74,1.277,1.112,0.576,0.453,0.16,0.002,0.125,0.463,0.475,0.02,0.016,6.528,8.795,0.118,0.549,0.016
823966,2026-04-12,4:10,660271,Shohei Ohtani,Ohtani,L,H,LAD,TEX,1,4.476,3.918,0.799,1.756,1.514,0.48,0.391,0.118,0.029,0.26,0.497,0.594,0.207,0.172,8.605,11.383,0.233,0.581,0.16
823966,2026-04-12,4:10,663656,Kyle Tucker,Tucker,L,H,LAD,TEX,2,4.277,3.731,0.805,1.391,1.013,0.452,0.513,0.139,0.014,0.139,0.374,0.486,0.214,0.176,7.245,9.45,0.131,0.58,0.164
823966,2026-04-12,4:10,669257,Will Smith,Smith,R,H,LAD,TEX,3,4.231,3.581,0.77,1.356,1.112,0.559,0.481,0.134,0.012,0.143,0.43,0.451,0.04,0.029,6.664,8.87,0.136,0.563,0.029
823966,2026-04-12,4:10,669394,Jake Burger,Burger,R,A,TEX,LAD,4,4.479,4.126,0.913,1.576,1.168,0.248,0.56,0.192,0.011,0.15,0.586,0.458,0.037,0.03,6.96,9.17,0.138,0.619,0.03
823966,2026-04-12,4:10,669701,Josh Smith,Smith,L,A,TEX,LAD,8,4.086,3.463,0.803,1.269,0.694,0.522,0.522,0.183,0.011,0.087,0.442,0.472,0.102,0.082,6.717,8.917,0.084,0.571,0.079
823966,2026-04-12,4:10,673962,Josh Jung,Jung,R,A,TEX,LAD,9,3.957,3.565,0.829,1.297,0.886,0.3,0.544,0.187,0.011,0.086,0.452,0.434,0.044,0.037,6.075,7.981,0.083,0.588,0.036
823966,2026-04-12,4:10,681624,Andy Pages,Pages,R,H,LAD,TEX,7,3.796,3.463,0.69,1.156,1.001,0.249,0.433,0.151,0.003,0.103,0.363,0.306,0.069,0.055,5.215,6.79,0.098,0.52,0.054
823966,2026-04-12,4:10,690976,Alex Freeland,Freeland,S,H,LAD,TEX,9,3.444,3.074,0.511,0.828,1.282,0.303,0.334,0.102,0.01,0.065,0.24,0.306,0.033,0.026,4.068,5.365,0.064,0.412,0.025
823966,2026-04-12,4:10,694497,Evan Carter,Carter,L,A,TEX,LAD,6,4.229,3.524,0.712,1.165,0.97,0.622,0.45,0.161,0.011,0.09,0.386,0.475,0.249,0.208,7.146,9.476,0.086,0.525,0.19
823966,2026-04-12,4:10,694671,Wyatt Langford,Langford,R,A,TEX,LAD,2,4.795,3.922,0.921,1.648,1.164,0.779,0.567,0.162,0.013,0.18,0.542,0.67,0.275,0.224,9.513,12.668,0.165,0.626,0.206
823966,2026-04-12,4:10,808975,Hyeseong Kim,Kim,L,H,LAD,TEX,8,3.472,3.188,0.514,0.843,1.262,0.223,0.33,0.108,0.008,0.068,0.242,0.266,0.155,0.128,4.378,5.663,0.066,0.412,0.12
824126,2026-04-12,2:10,521692,Salvador Perez,Perez,R,H,KC ,CHW,4,4.425,3.936,1.011,1.936,0.868,0.389,0.545,0.234,0.004,0.228,0.749,0.613,0.014,0.012,8.675,11.629,0.212,0.671,0.012
824126,2026-04-12,2:10,656537,Derek Hill,Hill,R,A,CHW,KC ,9,3.764,3.405,0.754,1.256,1.019,0.282,0.498,0.121,0.021,0.113,0.379,0.416,0.173,0.139,6.247,8.104,0.109,0.552,0.131
824126,2026-04-12,2:10,664728,Kyle Isbel,Isbel,L,H,KC ,CHW,9,3.539,3.007,0.736,1.122,0.532,0.449,0.525,0.109,0.031,0.072,0.43,0.48,0.117,0.094,6.27,8.317,0.069,0.552,0.091
824126,2026-04-12,2:10,672580,Maikel Garcia,Garcia,R,H,KC ,CHW,1,4.648,3.789,1.024,1.499,0.567,0.749,0.737,0.181,0.025,0.081,0.487,0.733,0.403,0.329,9.712,12.769,0.079,0.674,0.284
824126,2026-04-12,2:10,672820,Lenyn Sosa,Sosa,R,A,CHW,KC ,4,4.372,3.999,1.057,1.845,0.809,0.277,0.648,0.219,0.0,0.19,0.645,0.527,0.032,0.022,7.948,10.446,0.176,0.683,0.022
824126,2026-04-12,2:10,677951,Bobby Witt Jr.,Witt Jr.,R,H,KC ,CHW,2,4.536,3.866,0.99,1.728,0.79,0.574,0.623,0.163,0.036,0.168,0.661,0.686,0.359,0.295,9.965,13.182,0.155,0.666,0.261
824126,2026-04-12,2:10,678246,Miguel Vargas,Vargas,R,A,CHW,KC ,1,4.686,3.968,0.956,1.661,0.741,0.618,0.607,0.161,0.019,0.169,0.45,0.628,0.097,0.077,8.243,10.885,0.156,0.643,0.073
824126,2026-04-12,2:10,682668,Luisangel Acuna,Acuna,R,A,CHW,KC ,8,3.879,3.533,0.794,1.179,0.576,0.251,0.556,0.165,0.001,0.073,0.348,0.39,0.188,0.155,5.98,7.687,0.07,0.567,0.142
824126,2026-04-12,2:10,686469,Vinnie Pasquantino,Pasquantino,L,H,KC ,CHW,3,4.525,3.871,1.023,1.894,0.743,0.56,0.609,0.181,0.01,0.223,0.802,0.643,0.029,0.024,9.173,12.369,0.205,0.681,0.024
824126,2026-04-12,2:10,686555,Isaac Collins,Collins,S,H,KC ,CHW,8,3.975,3.21,0.656,1.109,0.942,0.683,0.405,0.141,0.02,0.091,0.407,0.523,0.201,0.164,7.031,9.458,0.088,0.494,0.151
824126,2026-04-12,2:10,686681,Michael Massey,Massey,L,H,KC ,CHW,6,4.027,3.577,0.855,1.373,0.635,0.356,0.565,0.168,0.016,0.106,0.457,0.467,0.04,0.031,6.439,8.468,0.103,0.608,0.031
824126,2026-04-12,2:10,695020,Tanner Murray,Murray,R,A,CHW,KC ,7,3.786,3.483,0.677,1.081,0.962,0.216,0.457,0.129,0.0,0.092,0.353,0.312,0.032,0.025,4.814,6.27,0.089,0.514,0.024
824126,2026-04-12,2:10,695506,Jac Caglianone,Caglianone,L,H,KC ,CHW,7,4.005,3.368,0.74,1.272,1.015,0.551,0.457,0.156,0.006,0.121,0.465,0.498,0.036,0.03,6.593,8.874,0.113,0.553,0.03
824126,2026-04-12,2:10,695600,Carter Jensen,Jensen,L,H,KC ,CHW,5,4.225,3.493,0.747,1.396,1.184,0.645,0.442,0.132,0.0,0.172,0.524,0.552,0.031,0.026,7.28,9.876,0.165,0.544,0.026
824126,2026-04-12,2:10,695657,Colson Montgomery,Montgomery,L,A,CHW,KC ,6,4.145,3.67,0.778,1.54,1.081,0.377,0.414,0.163,0.004,0.197,0.541,0.465,0.014,0.012,6.886,9.207,0.178,0.574,0.012
824126,2026-04-12,2:10,700337,Edgar Quero,Quero,S,A,CHW,KC ,5,4.31,3.844,0.96,1.415,0.642,0.37,0.671,0.205,0.0,0.083,0.444,0.46,0.012,0.009,6.463,8.431,0.081,0.651,0.009
824126,2026-04-12,2:10,805367,Chase Meidroth,Meidroth,R,A,CHW,KC ,2,4.582,4.001,0.931,1.366,0.51,0.46,0.657,0.194,0.0,0.08,0.386,0.5,0.086,0.068,6.772,8.833,0.076,0.641,0.065
824126,2026-04-12,2:10,808959,Munetaka Murakami,Murakami,L,A,CHW,KC ,3,4.461,3.875,0.701,1.224,1.259,0.491,0.422,0.157,0.0,0.122,0.427,0.462,0.04,0.031,6.187,8.305,0.117,0.52,0.03
824293,2026-04-12,1:40,595879,Javier Baez,Baez,R,H,DET,MIA,9,3.335,3.111,0.723,1.069,0.583,0.139,0.512,0.137,0.013,0.061,0.337,0.31,0.122,0.097,4.991,6.376,0.059,0.54,0.092
824293,2026-04-12,1:40,596103,Austin Slater,Slater,R,A,MIA,DET,1,4.18,3.832,0.731,1.141,1.515,0.268,0.491,0.142,0.025,0.072,0.263,0.388,0.084,0.074,5.319,6.833,0.07,0.535,0.072
824293,2026-04-12,1:40,650402,Gleyber Torres,Torres,R,H,DET,MIA,2,4.29,3.68,0.887,1.217,0.617,0.502,0.659,0.177,0.003,0.049,0.299,0.464,0.082,0.061,6.208,8.054,0.048,0.627,0.061
824293,2026-04-12,1:40,656716,Zach McKinstry,McKinstry,L,H,DET,MIA,8,3.673,3.291,0.695,1.058,0.578,0.291,0.482,0.119,0.037,0.056,0.34,0.34,0.172,0.146,5.579,7.204,0.054,0.528,0.135
824293,2026-04-12,1:40,669364,Xavier Edwards,Edwards,S,A,MIA,DET,7,3.906,3.583,0.924,1.298,0.73,0.23,0.683,0.153,0.045,0.044,0.323,0.356,0.225,0.183,6.342,7.952,0.043,0.635,0.17
824293,2026-04-12,1:40,672640,Otto Lopez,Lopez,R,A,MIA,DET,4,4.242,3.883,0.974,1.341,0.701,0.247,0.729,0.178,0.013,0.054,0.399,0.377,0.128,0.104,6.29,7.992,0.053,0.655,0.1
824293,2026-04-12,1:40,679529,Spencer Torkelson,Torkelson,R,H,DET,MIA,7,3.795,3.255,0.672,1.055,0.885,0.464,0.437,0.159,0.005,0.071,0.333,0.356,0.025,0.021,5.27,6.989,0.069,0.511,0.021
824293,2026-04-12,1:40,681393,Connor Norby,Norby,R,A,MIA,DET,6,4.047,3.662,0.67,1.036,1.457,0.308,0.453,0.141,0.002,0.074,0.32,0.327,0.066,0.051,4.98,6.501,0.071,0.511,0.05
824293,2026-04-12,1:40,681481,Kerry Carpenter,Carpenter,L,H,DET,MIA,6,3.871,3.457,0.744,1.215,0.87,0.33,0.491,0.134,0.021,0.098,0.386,0.375,0.039,0.03,5.624,7.364,0.094,0.553,0.029
824293,2026-04-12,1:40,681715,Heriberto Hernandez,Hernandez,R,A,MIA,DET,5,4.177,3.767,0.793,1.227,1.317,0.325,0.54,0.158,0.01,0.085,0.382,0.358,0.032,0.028,5.612,7.306,0.082,0.57,0.027
824293,2026-04-12,1:40,682663,Agustin Ramirez,Ramirez,R,A,MIA,DET,2,4.414,4.051,0.934,1.409,1.184,0.264,0.659,0.17,0.008,0.096,0.368,0.411,0.119,0.097,6.429,8.206,0.095,0.626,0.092
824293,2026-04-12,1:40,682985,Riley Greene,Greene,L,H,DET,MIA,4,4.118,3.61,0.87,1.386,0.821,0.425,0.59,0.152,0.018,0.11,0.499,0.429,0.047,0.037,6.658,8.772,0.104,0.616,0.036
824293,2026-04-12,1:40,690993,Colt Keith,Keith,L,H,DET,MIA,3,4.212,3.734,0.819,1.241,0.717,0.376,0.574,0.15,0.014,0.081,0.393,0.406,0.04,0.032,5.905,7.714,0.079,0.586,0.031
824293,2026-04-12,1:40,691277,Deyvison De Los Santos,De Los Santos,R,A,MIA,DET,8,3.46,3.21,0.538,0.8,1.34,0.178,0.374,0.116,0.0,0.049,0.257,0.236,0.04,0.033,3.696,4.789,0.048,0.43,0.032
824293,2026-04-12,1:40,691594,Javier Sanoja,Sanoja,R,A,MIA,DET,9,3.615,3.389,0.819,1.118,0.576,0.144,0.607,0.16,0.017,0.035,0.303,0.294,0.086,0.066,4.921,6.185,0.034,0.575,0.063
824293,2026-04-12,1:40,693307,Dillon Dingler,Dingler,R,H,DET,MIA,5,4.066,3.633,0.75,1.138,0.782,0.336,0.509,0.163,0.012,0.067,0.395,0.37,0.011,0.009,5.351,7.042,0.067,0.556,0.009
824293,2026-04-12,1:40,805300,Jakob Marsee,Marsee,L,A,MIA,DET,3,4.341,3.908,0.797,1.206,1.158,0.336,0.531,0.179,0.031,0.056,0.32,0.364,0.261,0.205,6.363,8.143,0.055,0.571,0.19
824293,2026-04-12,1:40,805808,Kevin McGonigle,McGonigle,L,H,DET,MIA,1,4.513,4.033,0.87,1.281,0.623,0.371,0.602,0.19,0.012,0.066,0.325,0.449,0.117,0.1,6.301,8.132,0.065,0.611,0.095
824533,2026-04-12,1:40,545361,Mike Trout,Trout,R,A,LAA,CIN,2,4.594,3.743,0.762,1.381,1.215,0.755,0.459,0.134,0.02,0.148,0.42,0.542,0.129,0.105,7.651,10.242,0.141,0.554,0.102
824533,2026-04-12,1:40,553993,Eugenio Suarez,Suarez,R,H,CIN,LAA,5,4.192,3.555,0.764,1.379,1.246,0.549,0.442,0.172,0.006,0.143,0.553,0.48,0.027,0.024,6.957,9.4,0.133,0.557,0.024
824533,2026-04-12,1:40,624585,Jorge Soler,Soler,R,A,LAA,CIN,4,4.336,3.689,0.705,1.247,1.261,0.567,0.427,0.144,0.002,0.131,0.447,0.437,0.028,0.023,6.347,8.54,0.122,0.516,0.022
824533,2026-04-12,1:40,663993,Nathaniel Lowe,Lowe,L,H,CIN,LAA,6,4.093,3.448,0.778,1.21,0.985,0.556,0.525,0.156,0.013,0.083,0.424,0.447,0.023,0.019,6.244,8.327,0.082,0.568,0.018
824533,2026-04-12,1:40,664731,P.J. Higgins,Higgins,R,H,CIN,LAA,9,3.682,3.113,0.628,0.982,1.018,0.493,0.426,0.121,0.008,0.072,0.34,0.362,0.018,0.014,5.134,6.86,0.071,0.489,0.014
824533,2026-04-12,1:40,666176,Jo Adell,Adell,R,A,LAA,CIN,3,4.513,4.06,0.91,1.552,1.065,0.357,0.584,0.161,0.012,0.152,0.496,0.486,0.108,0.083,7.269,9.513,0.141,0.625,0.079
824533,2026-04-12,1:40,668715,Spencer Steer,Steer,R,H,CIN,LAA,7,3.976,3.422,0.773,1.269,1.021,0.472,0.51,0.138,0.016,0.109,0.436,0.443,0.08,0.068,6.478,8.576,0.105,0.563,0.066
824533,2026-04-12,1:40,669326,Bryce Teodosio,Teodosio,R,A,LAA,CIN,9,3.478,3.204,0.566,0.869,1.019,0.202,0.397,0.097,0.009,0.063,0.272,0.283,0.22,0.178,4.779,6.138,0.061,0.45,0.164
824533,2026-04-12,1:40,670770,TJ Friedl,Friedl,L,H,CIN,LAA,1,4.637,3.859,0.883,1.341,0.952,0.671,0.63,0.136,0.029,0.088,0.395,0.552,0.126,0.106,7.446,9.818,0.084,0.617,0.102
824533,2026-04-12,1:40,672724,Oswald Peraza,Peraza,R,A,LAA,CIN,8,3.827,3.479,0.708,1.059,1.097,0.268,0.505,0.128,0.0,0.075,0.358,0.314,0.148,0.122,5.389,6.969,0.074,0.517,0.111
824533,2026-04-12,1:40,680574,Matt McLain,McLain,R,H,CIN,LAA,2,4.507,3.78,0.812,1.273,1.271,0.631,0.557,0.143,0.017,0.094,0.388,0.492,0.162,0.13,7.146,9.43,0.091,0.585,0.124
824533,2026-04-12,1:40,681351,Logan O'Hoppe,O'Hoppe,R,A,LAA,CIN,7,4.153,3.73,0.821,1.254,1.051,0.343,0.575,0.148,0.011,0.088,0.406,0.362,0.024,0.02,5.748,7.489,0.083,0.583,0.02
824533,2026-04-12,1:40,682622,Noelvi Marte,Marte,R,H,CIN,LAA,8,3.793,3.434,0.813,1.219,1.018,0.281,0.583,0.14,0.006,0.085,0.447,0.388,0.163,0.129,6.218,8.079,0.083,0.582,0.119
824533,2026-04-12,1:40,682829,Elly De La Cruz,De La Cruz,S,H,CIN,LAA,3,4.423,3.771,0.876,1.323,1.193,0.551,0.636,0.123,0.029,0.089,0.458,0.48,0.36,0.289,8.062,10.494,0.088,0.618,0.253
824533,2026-04-12,1:40,687093,Vaughn Grissom,Grissom,R,A,LAA,CIN,5,4.42,3.932,0.899,1.256,0.882,0.377,0.665,0.171,0.002,0.061,0.392,0.417,0.109,0.088,6.284,8.131,0.06,0.62,0.084
824533,2026-04-12,1:40,687263,Zach Neto,Neto,R,A,LAA,CIN,1,4.729,4.103,0.937,1.679,1.193,0.523,0.558,0.197,0.001,0.181,0.458,0.596,0.292,0.24,8.829,11.553,0.164,0.633,0.218
824533,2026-04-12,1:40,694384,Nolan Schanuel,Schanuel,L,A,LAA,CIN,6,4.182,3.665,0.919,1.362,0.556,0.416,0.66,0.165,0.004,0.09,0.427,0.409,0.044,0.036,6.419,8.351,0.088,0.631,0.035
824533,2026-04-12,1:40,701398,Sal Stewart,Stewart,R,H,CIN,LAA,4,4.245,3.545,0.761,1.184,1.075,0.614,0.514,0.159,0.0,0.088,0.475,0.469,0.12,0.097,6.814,9.134,0.085,0.551,0.092
824696,2026-04-12,2:20,542303,Marcell Ozuna,Ozuna,R,A,PIT,CHC,5,4.419,3.852,0.964,1.815,1.021,0.479,0.508,0.255,0.007,0.194,0.617,0.639,0.031,0.026,8.391,11.237,0.178,0.651,0.026
824696,2026-04-12,2:20,608324,Alex Bregman,Bregman,R,H,CHC,PIT,3,4.589,3.727,0.995,1.648,0.702,0.755,0.643,0.196,0.008,0.147,0.608,0.707,0.048,0.04,8.785,11.838,0.137,0.654,0.039
824696,2026-04-12,2:20,608348,Carson Kelly,Kelly,R,H,CHC,PIT,7,4.23,3.583,0.923,1.738,1.049,0.554,0.507,0.213,0.006,0.197,0.651,0.633,0.016,0.013,8.34,11.255,0.18,0.631,0.012
824696,2026-04-12,2:20,621020,Dansby Swanson,Swanson,R,H,CHC,PIT,9,4.017,3.361,0.803,1.518,1.24,0.573,0.455,0.158,0.013,0.177,0.569,0.6,0.1,0.086,7.945,10.704,0.166,0.58,0.083
824696,2026-04-12,2:20,656811,Ryan O'Hearn,O'Hearn,L,A,PIT,CHC,4,4.568,4.068,1.179,2.197,0.749,0.403,0.66,0.258,0.022,0.238,0.712,0.714,0.036,0.03,9.64,12.755,0.212,0.724,0.029
