GamePk,GameDate,GameTime,PlayerId,FullName,LastName,BatterStand,Side,Team,Opponent,BattingPosition,PlateAppearances,AtBats,Hits,Bases,Strikeouts,Walks,Singles,Doubles,Triples,HomeRuns,RBIs,Runs,StolenBaseAttempts,StolenBaseSuccesses,PointsDK,PointsFD,HomeRunProbability,HitProbability,StolenBaseProbability
824696,2026-04-12,2:20,663538,Nico Hoerner,Hoerner,R,H,CHC,PIT,1,4.926,4.292,1.251,1.93,0.541,0.522,0.874,0.217,0.018,0.142,0.571,0.797,0.216,0.183,9.966,13.002,0.135,0.747,0.173
824696,2026-04-12,2:20,664023,Ian Happ,Happ,S,H,CHC,PIT,4,4.475,3.666,0.864,1.663,1.387,0.726,0.486,0.162,0.013,0.203,0.715,0.675,0.052,0.042,8.85,12.084,0.187,0.602,0.041
824696,2026-04-12,2:20,664040,Brandon Lowe,Lowe,L,A,PIT,CHC,2,4.726,4.244,1.155,2.211,1.047,0.386,0.627,0.257,0.014,0.257,0.679,0.746,0.042,0.035,9.643,12.763,0.224,0.719,0.034
824696,2026-04-12,2:20,665833,Oneil Cruz,Cruz,L,A,PIT,CHC,1,4.81,4.269,1.058,2.095,1.279,0.437,0.544,0.24,0.026,0.248,0.609,0.751,0.298,0.252,10.38,13.647,0.223,0.682,0.225
824696,2026-04-12,2:20,668804,Bryan Reynolds,Reynolds,S,A,PIT,CHC,3,4.563,4.03,1.03,1.903,1.023,0.434,0.566,0.244,0.03,0.189,0.615,0.643,0.044,0.036,8.62,11.438,0.178,0.675,0.036
824696,2026-04-12,2:20,673548,Seiya Suzuki,Suzuki,R,H,CHC,PIT,5,4.401,3.576,0.883,1.683,1.247,0.737,0.488,0.18,0.027,0.189,0.717,0.673,0.076,0.062,9.029,12.295,0.175,0.618,0.061
824696,2026-04-12,2:20,680779,Henry Davis,Davis,R,A,PIT,CHC,9,3.852,3.481,0.842,1.605,1.052,0.295,0.433,0.232,0.0,0.177,0.547,0.535,0.034,0.03,7.133,9.507,0.166,0.597,0.029
824696,2026-04-12,2:20,683737,Michael Busch,Busch,L,H,CHC,PIT,2,4.659,3.854,1.119,2.187,1.1,0.724,0.612,0.218,0.019,0.271,0.756,0.825,0.037,0.03,10.54,14.196,0.241,0.709,0.03
824696,2026-04-12,2:20,687462,Spencer Horwitz,Horwitz,L,A,PIT,CHC,7,4.33,3.776,1.063,1.889,0.662,0.457,0.616,0.257,0.0,0.19,0.64,0.624,0.026,0.021,8.577,11.4,0.174,0.677,0.021
824696,2026-04-12,2:20,691718,Pete Crow-Armstrong,Crow-Armstrong,L,H,CHC,PIT,6,4.303,3.895,1.007,1.882,1.211,0.324,0.561,0.217,0.029,0.2,0.753,0.624,0.309,0.255,9.677,12.781,0.182,0.667,0.228
824696,2026-04-12,2:20,693304,Nick Gonzales,Gonzales,R,A,PIT,CHC,6,4.337,4.023,1.168,1.888,0.637,0.206,0.738,0.275,0.022,0.134,0.584,0.587,0.038,0.031,8.007,10.388,0.126,0.714,0.031
824696,2026-04-12,2:20,694208,Moises Ballesteros,Ballesteros,L,H,CHC,PIT,8,4.018,3.465,0.84,1.491,1.111,0.482,0.515,0.156,0.009,0.159,0.549,0.582,0.022,0.018,7.305,9.81,0.147,0.579,0.017
824696,2026-04-12,2:20,804606,Konnor Griffin,Griffin,R,A,PIT,CHC,8,4.131,3.789,0.906,1.607,0.995,0.253,0.537,0.202,0.0,0.166,0.559,0.529,0.142,0.114,7.54,9.917,0.156,0.617,0.11
824859,2026-04-12,1:35,621493,Taylor Ward,Ward,R,H,BAL,SF ,2,4.439,3.586,0.819,1.185,0.752,0.753,0.579,0.172,0.011,0.057,0.398,0.531,0.059,0.046,6.853,9.184,0.057,0.581,0.045
824859,2026-04-12,1:35,624413,Pete Alonso,Alonso,R,H,BAL,SF ,3,4.424,3.831,1.032,1.579,0.857,0.496,0.682,0.248,0.008,0.095,0.559,0.488,0.048,0.039,7.573,9.977,0.091,0.686,0.039
824859,2026-04-12,1:35,641933,Tyler O'Neill,O'Neill,R,H,BAL,SF ,5,4.17,3.537,0.871,1.355,0.885,0.544,0.588,0.18,0.005,0.098,0.481,0.483,0.11,0.091,7.155,9.472,0.094,0.6,0.088
824859,2026-04-12,1:35,642715,Willy Adames,Adames,R,A,SF ,BAL,1,4.847,4.001,0.84,1.348,1.102,0.75,0.551,0.177,0.004,0.107,0.393,0.609,0.101,0.079,7.546,10.091,0.103,0.592,0.075
824859,2026-04-12,1:35,646240,Rafael Devers,Devers,L,A,SF ,BAL,5,4.385,3.711,0.881,1.539,1.035,0.584,0.555,0.157,0.007,0.162,0.581,0.543,0.047,0.038,7.733,10.366,0.153,0.614,0.037
824859,2026-04-12,1:35,650333,Luis Arraez,Arraez,L,A,SF ,BAL,3,4.587,4.188,1.141,1.515,0.324,0.284,0.879,0.195,0.023,0.044,0.49,0.446,0.06,0.05,6.93,8.84,0.043,0.714,0.05
824859,2026-04-12,1:35,656305,Matt Chapman,Chapman,R,A,SF ,BAL,2,4.704,3.908,1.014,1.411,0.873,0.697,0.754,0.184,0.013,0.063,0.402,0.561,0.074,0.054,7.502,9.851,0.061,0.658,0.053
824859,2026-04-12,1:35,664056,Harrison Bader,Bader,R,A,SF ,BAL,8,4.083,3.684,0.741,1.109,1.13,0.313,0.512,0.153,0.016,0.061,0.377,0.382,0.199,0.157,5.964,7.748,0.06,0.551,0.145
824859,2026-04-12,1:35,666464,Jerar Encarnacion,Encarnacion,R,A,SF ,BAL,6,4.26,3.883,0.929,1.381,1.01,0.284,0.647,0.197,0.0,0.085,0.467,0.422,0.091,0.067,6.461,8.387,0.08,0.632,0.066
824859,2026-04-12,1:35,669236,Jeremiah Jackson,Jackson,R,H,BAL,SF ,7,3.977,3.63,0.841,1.215,0.856,0.257,0.6,0.17,0.009,0.062,0.41,0.391,0.033,0.028,5.6,7.273,0.062,0.598,0.028
824859,2026-04-12,1:35,671218,Heliot Ramos,Ramos,R,A,SF ,BAL,4,4.454,3.99,0.892,1.349,1.055,0.361,0.613,0.184,0.013,0.082,0.516,0.45,0.043,0.036,6.517,8.589,0.078,0.62,0.035
824859,2026-04-12,1:35,672275,Patrick Bailey,Bailey,S,A,SF ,BAL,9,3.774,3.371,0.758,1.058,0.812,0.311,0.575,0.118,0.014,0.051,0.338,0.373,0.03,0.026,5.111,6.636,0.051,0.559,0.026
824859,2026-04-12,1:35,681297,Colton Cowser,Cowser,L,H,BAL,SF ,8,3.869,3.317,0.711,1.1,1.015,0.47,0.486,0.141,0.003,0.081,0.394,0.423,0.112,0.086,5.998,7.959,0.077,0.534,0.083
824859,2026-04-12,1:35,683002,Gunnar Henderson,Henderson,L,H,BAL,SF ,1,4.609,3.896,0.998,1.524,0.712,0.605,0.676,0.199,0.042,0.081,0.43,0.632,0.2,0.17,8.353,10.934,0.078,0.664,0.158
824859,2026-04-12,1:35,687637,Dylan Beavers,Beavers,L,H,BAL,SF ,6,4.014,3.339,0.712,1.075,0.854,0.591,0.501,0.133,0.004,0.074,0.381,0.417,0.102,0.084,6.135,8.166,0.072,0.527,0.08
824859,2026-04-12,1:35,691723,Coby Mayo,Mayo,R,H,BAL,SF ,9,3.717,3.205,0.695,0.995,0.863,0.426,0.484,0.167,0.0,0.044,0.345,0.396,0.084,0.067,5.396,7.137,0.043,0.522,0.066
824859,2026-04-12,1:35,694212,Samuel Basallo,Basallo,L,H,BAL,SF ,4,4.333,3.962,0.865,1.297,0.971,0.289,0.601,0.179,0.0,0.084,0.566,0.415,0.029,0.024,6.201,8.208,0.082,0.604,0.024
824859,2026-04-12,1:35,808982,Jung Hoo Lee,Hoo Lee,L,A,SF ,BAL,7,4.118,3.664,1.009,1.378,0.476,0.355,0.765,0.162,0.037,0.044,0.418,0.409,0.078,0.059,6.508,8.329,0.043,0.661,0.058
824938,2026-04-12,7:20,573262,Mike Yastrzemski,Yastrzemski,L,H,ATL,CLE,5,4.034,3.431,0.809,1.373,0.704,0.523,0.487,0.187,0.026,0.109,0.459,0.472,0.052,0.039,6.79,9.036,0.102,0.59,0.038
824938,2026-04-12,7:20,595978,Austin Hedges,Hedges,R,A,CLE,ATL,8,3.608,3.228,0.674,1.043,1.082,0.31,0.442,0.162,0.003,0.067,0.291,0.326,0.023,0.019,4.775,6.229,0.066,0.517,0.019
824938,2026-04-12,7:20,608070,Jose Ramirez,Ramirez,S,A,CLE,ATL,3,4.53,3.943,1.014,1.585,0.705,0.476,0.695,0.182,0.019,0.117,0.499,0.468,0.248,0.2,8.208,10.63,0.112,0.664,0.182
824938,2026-04-12,7:20,621566,Matt Olson,Olson,L,H,ATL,CLE,3,4.247,3.605,0.788,1.425,1.147,0.555,0.457,0.176,0.005,0.151,0.5,0.506,0.028,0.021,7.023,9.438,0.144,0.58,0.021
824938,2026-04-12,7:20,642086,Dominic Smith,Smith,L,H,ATL,CLE,7,3.866,3.507,0.846,1.317,0.771,0.269,0.557,0.197,0.004,0.089,0.402,0.377,0.027,0.021,5.77,7.492,0.086,0.603,0.021
824938,2026-04-12,7:20,642201,Eli White,White,R,H,ATL,CLE,9,3.524,3.197,0.67,1.075,1.104,0.248,0.425,0.152,0.023,0.069,0.319,0.356,0.13,0.106,5.288,6.861,0.068,0.518,0.099
824938,2026-04-12,7:20,643289,Mauricio Dubon,Dubon,R,H,ATL,CLE,8,3.669,3.374,0.842,1.171,0.398,0.197,0.599,0.199,0.002,0.042,0.346,0.33,0.054,0.041,5.181,6.62,0.041,0.598,0.041
824938,2026-04-12,7:20,645277,Ozzie Albies,Albies,S,H,ATL,CLE,6,4.08,3.736,0.907,1.404,0.666,0.248,0.608,0.191,0.019,0.09,0.485,0.427,0.125,0.102,6.653,8.631,0.087,0.631,0.098
824938,2026-04-12,7:20,656555,Rhys Hoskins,Hoskins,R,A,CLE,ATL,6,4.085,3.579,0.728,1.242,1.412,0.433,0.444,0.166,0.005,0.113,0.39,0.38,0.028,0.024,5.856,7.75,0.107,0.534,0.024
824938,2026-04-12,7:20,660670,Ronald Acuna Jr.,Acuna Jr.,R,H,ATL,CLE,1,4.473,3.812,0.859,1.432,1.068,0.579,0.551,0.168,0.014,0.126,0.387,0.564,0.307,0.254,8.192,10.715,0.117,0.614,0.227
824938,2026-04-12,7:20,663586,Austin Riley,Riley,R,H,ATL,CLE,4,4.215,3.699,0.812,1.368,1.15,0.426,0.495,0.189,0.018,0.11,0.46,0.461,0.025,0.021,6.477,8.595,0.104,0.581,0.021
824938,2026-04-12,7:20,677587,Brayan Rocchio,Rocchio,S,A,CLE,ATL,9,3.782,3.438,0.791,1.18,0.925,0.264,0.552,0.162,0.003,0.073,0.326,0.383,0.108,0.091,5.628,7.245,0.072,0.565,0.086
824938,2026-04-12,7:20,680757,Steven Kwan,Kwan,L,A,CLE,ATL,1,4.629,4.128,1.043,1.477,0.554,0.394,0.765,0.189,0.019,0.069,0.34,0.51,0.141,0.113,7.137,9.112,0.067,0.674,0.107
824938,2026-04-12,7:20,681807,David Fry,Fry,R,A,CLE,ATL,4,4.042,3.7,0.696,1.145,1.485,0.266,0.427,0.177,0.003,0.089,0.409,0.314,0.043,0.039,5.25,6.902,0.086,0.521,0.037
824938,2026-04-12,7:20,682657,Angel Martinez,Martinez,S,A,CLE,ATL,2,4.568,4.19,0.968,1.44,1.193,0.282,0.677,0.195,0.011,0.085,0.383,0.448,0.111,0.09,6.621,8.481,0.081,0.647,0.087
824938,2026-04-12,7:20,682877,Juan Brito,Brito,S,A,CLE,ATL,7,4.104,3.764,0.718,1.13,1.366,0.257,0.473,0.163,0.0,0.083,0.337,0.341,0.033,0.027,5.068,6.596,0.08,0.527,0.027
824938,2026-04-12,7:20,686948,Drake Baldwin,Baldwin,L,H,ATL,CLE,2,4.48,3.994,0.95,1.561,0.733,0.382,0.597,0.216,0.015,0.121,0.476,0.528,0.01,0.007,7.019,9.23,0.114,0.647,0.007
824938,2026-04-12,7:20,800050,Chase DeLauter,DeLauter,L,A,CLE,ATL,5,4.206,3.772,0.821,1.291,1.14,0.345,0.553,0.168,0.0,0.101,0.413,0.398,0.033,0.026,5.947,7.784,0.095,0.592,0.025
