Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
127566-192649,OF/1B,Weston,Weston Wilson,Wilson,4.93859649122807,57,2100,MIN@BAL,BAL,MIN,,,,,,C/1B/OF/UTIL
127566-135308,OF,Robert,Robert Hassell III,Hassell III,5.2914284842354915,70,2100,WSH@CHC,WSH,CHC,,,,,,OF/UTIL
127566-184480,C,Cesar,Cesar Salazar,Salazar,1.9545454545454546,11,2100,LAA@HOU,HOU,LAA,,,,,,C/1B/UTIL
127566-209179,1B/2B/3B,Will,Will Wagner,Wagner,4.427272727272728,55,2100,DET@SD,SD,DET,IL,Oblique,,,,C/1B/2B/3B/UTIL
127566-219667,OF,Jhostynxon,Jhostynxon Garcia,Garcia,2.4,5,2100,PIT@NYM,PIT,NYM,,,,,,OF/UTIL
127566-119346,C,Korey,Korey Lee,Lee,3.826923076923077,26,2100,CWS@MIL,CWS,MIL,,,,,0,C/1B/UTIL
127566-119390,OF,Kevin,Kevin Alcantara,Alcantara,3.089999961853027,10,2100,WSH@CHC,CHC,WSH,,,,,,OF/UTIL
127566-119401,C,Rafael,Rafael Marchan,Marchan,4.840476263137091,42,2100,TEX@PHI,PHI,TEX,,,,,,C/1B/UTIL
127566-119408,2B/OF,Jihwan,Jihwan Bae,Bae,4.215384556696965,13,2100,PIT@NYM,NYM,PIT,,,,,,2B/OF/UTIL
127566-164502,SS/2B,Vaughn,Vaughn Grissom,Grissom,4.787878787878788,33,2100,LAA@HOU,LAA,HOU,IL,Wrist,,,,2B/SS/UTIL
127566-119634,SS/2B,Liover,Liover Peguero,Peguero,5.812121304598722,33,2100,TEX@PHI,PHI,TEX,,,,,,2B/SS/UTIL
127566-240549,3B,Sung-Mun,Sung-Mun Song,Song,,0,2100,DET@SD,SD,DET,IL,Oblique,,,,3B/UTIL
127566-211906,3B/2B/SS,Thomas,Thomas Saggese,Saggese,6.323170731707317,82,2100,TB@STL,STL,TB,,,,,,2B/3B/SS/UTIL
127566-52182,C,Reese,Reese McGuire,McGuire,7.275555419921875,45,2100,CWS@MIL,CWS,MIL,,,,,0,C/1B/UTIL
127566-21666,OF/1B,Mark,Mark Canha,Canha,3.691304414168648,46,2100,TEX@PHI,TEX,PHI,,,,,,C/1B/OF/UTIL
127566-60636,OF,Derek,Derek Hill,Hill,5.4263155753152414,57,2100,CWS@MIL,CWS,MIL,,,,,0,OF/UTIL
127566-197915,C,Hunter,Hunter Feduccia,Feduccia,3.9210526315789473,38,2100,TB@STL,TB,STL,,,,,,C/1B/UTIL
127566-79128,C,Garrett,Garrett Stubbs,Stubbs,1.2800000190734864,5,2100,TEX@PHI,PHI,TEX,,,,,,C/1B/UTIL
127566-197974,3B,Jace,Jace Jung,Jung,3.576190403529576,21,2100,DET@SD,DET,SD,,,,,,3B/UTIL
127566-181642,2B/OF/1B,Enmanuel,Enmanuel Valdez,Valdez,6.335483674080141,31,2100,PIT@NYM,PIT,NYM,,,,,,C/1B/2B/OF/UTIL
127566-101787,1B/OF,LaMonte,LaMonte Wade Jr.,Wade Jr.,4.7349998474121096,80,2100,CWS@MIL,CWS,MIL,,,,,0,C/1B/OF/UTIL
127566-173546,OF,Nate,Nate Eaton,Eaton,5.702325510424237,43,2100,BOS@CIN,BOS,CIN,,,,,,OF/UTIL
127566-175654,OF,Bryce,Bryce Johnson,Johnson,3.470175492136102,57,2100,DET@SD,SD,DET,,,,,,OF/UTIL
127566-79400,OF,Dylan,Dylan Carlson,Carlson,5.185542095138366,83,2100,WSH@CHC,CHC,WSH,,,,,,OF/UTIL
127566-167500,OF,Joey,Joey Wiemer,Wiemer,5.496296070240162,27,2100,WSH@CHC,WSH,CHC,,,,,,OF/UTIL
127566-165550,2B/3B/SS,Ryan,Ryan Kreidler,Kreidler,3.0588235294117645,17,2100,MIN@BAL,MIN,BAL,,,,,,2B/3B/SS/UTIL
127566-165606,1B/3B/OF,Tyler,Tyler Black,Black,6.1400001525878904,5,2100,CWS@MIL,MIL,CWS,,,,,,C/1B/3B/OF/UTIL
127566-165639,OF,Brandon,Brandon Lockridge,Lockridge,4.223943576006822,71,2100,CWS@MIL,MIL,CWS,,,,,,OF/UTIL
127566-165701,3B/2B/1B,Curtis,Curtis Mead,Mead,5.33000013563368,90,2100,CWS@MIL,CWS,MIL,,,,,0,C/1B/2B/3B/UTIL
127566-208716,1B/OF,Zach,Zach Dezenzo,Dezenzo,6.952940996955423,34,2100,LAA@HOU,HOU,LAA,IL,Elbow,,,,C/1B/OF/UTIL
127566-159624,C,Yohel,Yohel Pozo,Pozo,4.756716600104944,67,2100,TB@STL,STL,TB,,,,,,C/1B/UTIL
127566-102380,SS,Nick,Nick Allen,Allen,4.506666847511574,135,2100,LAA@HOU,HOU,LAA,,,,,,SS/UTIL
127566-198658,OF/2B,Ronny,Ronny Simon,Simon,5.537037037037037,27,2000,PIT@NYM,PIT,NYM,O,Shoulder,,,,2B/OF/UTIL
127566-81924,2B/OF,Niko,Niko Goodrum,Goodrum,2.3384615091177134,13,2000,PIT@NYM,NYM,PIT,,,,,,2B/OF/UTIL
127566-102409,OF,Nick,Nick Schnell,Schnell,,0,2000,DET@SD,SD,DET,,,,,,OF/UTIL
127566-102425,SS,Orelvis,Orelvis Martinez,Martinez,1.5,2,2000,WSH@CHC,WSH,CHC,,,,,,SS/UTIL
127566-102452,OF,Nelson,Nelson Velazquez,Velazquez,7.760937690734863,64,2000,TB@STL,STL,TB,,,,,,OF/UTIL
127566-135227,2B,Jose,Jose Rojas,Rojas,,0,2000,PIT@NYM,NYM,PIT,,,,,,2B/UTIL
127566-135242,C,P.J.,P.J. Higgins,Higgins,0,2,2000,BOS@CIN,CIN,BOS,,,,,,C/1B/UTIL
127566-102472,SS,Raynel,Raynel Delgado,Delgado,,0,2000,TB@STL,TB,STL,,,,,,SS/UTIL
127566-135246,OF,Dominic,Dominic Fletcher,Fletcher,6.666666666666667,12,2000,PIT@NYM,PIT,NYM,,,,,,OF/UTIL
127566-102499,SS,Bryson,Bryson Brigman,Brigman,,0,2000,BOS@CIN,CIN,BOS,,,,,,SS/UTIL
127566-82021,C,Tomas,Tomas Nido,Nido,5.345454476096413,11,2000,DET@SD,DET,SD,,,,,,C/1B/UTIL
127566-157797,OF,Bryan,Bryan De La Cruz,De La Cruz,3.012500047683716,16,2000,TEX@PHI,PHI,TEX,,,,,,OF/UTIL
127566-102512,OF,Carlos,Carlos Rodriguez,Rodriguez,,0,2000,DET@SD,SD,DET,,,,,,OF/UTIL
127566-102519,3B,Andrew,Andrew Bechtold,Bechtold,,0,2000,TEX@PHI,PHI,TEX,,,,,,3B/UTIL
127566-102518,3B/1B,Jose,Jose Miranda,Miranda,4.241666793823242,12,2000,DET@SD,SD,DET,,,,,,C/1B/3B/UTIL
127566-102521,C,Josh,Josh Breaux,Breaux,,0,2000,CWS@MIL,CWS,MIL,,,,,0,C/1B/UTIL
127566-116869,SS,Erick,Erick Mejia,Mejia,,0,2000,WSH@CHC,WSH,CHC,,,,,,SS/UTIL
127566-53401,1B/OF,Trey,Trey Mancini,Mancini,,0,2000,LAA@HOU,LAA,HOU,,,,,,C/1B/OF/UTIL
127566-102584,C,Tres,Tres Barrera,Barrera,,0,2000,WSH@CHC,WSH,CHC,,,,,,C/1B/UTIL
127566-172216,3B/1B,David,David Villar,Villar,5.144444359673394,9,2000,PIT@NYM,NYM,PIT,,,,,,C/1B/3B/UTIL
127566-145611,SS/2B/3B,Oswald,Oswald Peraza,Peraza,4.158490450877063,106,2000,LAA@HOU,LAA,HOU,,,,,,2B/3B/SS/UTIL
127566-145617,C,David,David Garcia,Garcia,,0,2000,CWS@MIL,MIL,CWS,,,,,,C/1B/UTIL
127566-198868,OF,Enrique,Enrique Bradfield Jr.,Bradfield Jr.,,0,2000,MIN@BAL,BAL,MIN,,,,,,OF/UTIL
127566-198884,OF,Max,Max Clark,Clark,,0,2000,DET@SD,DET,SD,,,,,,OF/UTIL
127566-198888,OF,Jacob,Jacob Melton,Melton,4.653124809265137,32,2000,TB@STL,TB,STL,,,,,,OF/UTIL
127566-198895,OF,Walker,Walker Jenkins,Jenkins,,0,2000,MIN@BAL,MIN,BAL,O,Hamstring,,,,OF/UTIL
127566-198898,SS,Jett,Jett Williams,Williams,,0,2000,CWS@MIL,MIL,CWS,,,,,,SS/UTIL
127566-198897,3B,Brock,Brock Wilken,Wilken,,0,2000,CWS@MIL,MIL,CWS,,,,,,3B/UTIL
127566-198902,OF,Ryan,Ryan Clifford,Clifford,,0,2000,PIT@NYM,NYM,PIT,,,,,,OF/UTIL
127566-116994,SS,Donovan,Donovan Walton,Walton,4.849999904632568,2,2000,LAA@HOU,LAA,HOU,,,,,,SS/UTIL
127566-198918,C,Ethan,Ethan Salas,Salas,,0,2000,DET@SD,SD,DET,,,,,,C/1B/UTIL
127566-213262,C,Caleb,Caleb Knight,Knight,,0,2000,WSH@CHC,CHC,WSH,,,,,,C/1B/UTIL
127566-198933,SS,Sebastian,Sebastian Walcott,Walcott,,0,2000,TEX@PHI,TEX,PHI,O,Elbow,,,,SS/UTIL
127566-198932,1B,Xavier,Xavier Isaac,Isaac,,0,2000,TB@STL,TB,STL,,,,,,C/1B/UTIL
127566-209177,C/2B/1B,Mickey,Mickey Gasper,Gasper,4.522222222222222,45,2000,BOS@CIN,BOS,CIN,,,,,,C/1B/2B/UTIL
127566-194908,SS/2B/3B,Tristan,Tristan Gray,Gray,5.810000101725261,30,2000,MIN@BAL,MIN,BAL,,,,,,2B/3B/SS/UTIL
127566-211306,2B,Darren,Darren Baker,Baker,3.355555640326606,9,2000,CWS@MIL,CWS,MIL,,,,,0,2B/UTIL
127566-170350,OF,Dairon,Dairon Blanco,Blanco,3.7666668362087674,9,2000,TEX@PHI,TEX,PHI,,,,,,OF/UTIL
127566-211339,C,Logan,Logan Driscoll,Driscoll,3.593333435058594,15,2000,TB@STL,TB,STL,DTD,Ankle,,,,C/1B/UTIL
127566-180644,2B,Nate,Nate Mondou,Mondou,0,1,2000,DET@SD,SD,DET,,,,,,2B/UTIL
127566-119308,SS,Adam,Adam Hall,Hall,,0,2000,CWS@MIL,MIL,CWS,,,,,,SS/UTIL
127566-119313,OF,Matthew,Matthew Lugo,Lugo,5.1387097758631555,31,2000,LAA@HOU,LAA,HOU,,,,,,OF/UTIL
127566-119314,C,Ethan,Ethan Hearn,Hearn,,0,2000,WSH@CHC,CHC,WSH,,,,,,C/1B/UTIL
127566-219664,OF,Matt,Matt Koperniak,Koperniak,,0,2000,TB@STL,STL,TB,,,,,,OF/UTIL
127566-119320,2B,Chase,Chase Strumpf,Strumpf,,0,2000,WSH@CHC,CHC,WSH,,,,,,2B/UTIL
127566-119325,2B/OF,Tyler,Tyler Callihan,Callihan,1.625,4,2000,PIT@NYM,PIT,NYM,,,,,,2B/OF/UTIL
127566-119327,SS,Ivan,Ivan Johnson,Johnson,,0,2000,BOS@CIN,CIN,BOS,,,,,,SS/UTIL
127566-119326,3B/OF,Rece,Rece Hinds,Hinds,4.579999796549479,15,2000,BOS@CIN,CIN,BOS,,,,,,3B/OF/UTIL
127566-158244,3B/2B,Yonny,Yonny Hernandez,Hernandez,,0,2000,PIT@NYM,NYM,PIT,,,,,,2B/3B/UTIL
127566-119344,SS/2B/3B,Grae,Grae Kessinger,Kessinger,1.0333333015441895,24,2000,PIT@NYM,NYM,PIT,O,Hamstring,,,,2B/3B/SS/UTIL
127566-16951,3B,Anthony,Anthony Rendon,Rendon,7.038596705386513,57,2000,LAA@HOU,LAA,HOU,IL,Hip,,,,3B/UTIL
127566-119354,SS/2B/OF,Kyren,Kyren Paris,Paris,7.443181818181818,44,2000,LAA@HOU,LAA,HOU,,,,,,2B/SS/OF/UTIL
127566-219704,SS,Ben,Ben Cowles,Cowles,,0,2000,WSH@CHC,CHC,WSH,,,,,,SS/UTIL
127566-156226,OF,Pedro,Pedro Leon,Leon,3.4571429661342075,7,2000,TEX@PHI,PHI,TEX,,,,,,OF/UTIL
127566-119360,OF,Pablo,Pablo Abreu,Abreu,,0,2000,CWS@MIL,MIL,CWS,,,,,,OF/UTIL
127566-156224,C,Willie,Willie MacIver,MacIver,5.996969512014678,33,2000,TEX@PHI,TEX,PHI,,,,,,C/1B/UTIL
127566-119362,SS,Eduardo,Eduardo Garcia,Garcia,,0,2000,CWS@MIL,MIL,CWS,DTD,Wrist,,,,SS/UTIL
127566-119370,SS,Will,Will Holland,Holland,,0,2000,MIN@BAL,MIN,BAL,,,,,,SS/UTIL
127566-82531,C,Andy,Andy Yerzy,Yerzy,,0,2000,TB@STL,STL,TB,,,,,,C/1B/UTIL
127566-119394,SS,Logan,Logan Davidson,Davidson,3.6105262354800574,19,2000,TB@STL,TB,STL,,,,,,SS/UTIL
127566-119402,C,Rodolfo,Rodolfo Duran,Duran,,0,2000,DET@SD,SD,DET,,,,,,C/1B/UTIL
127566-119412,2B/3B/1B,Owen,Owen Miller,Miller,2.7222222222222223,9,2000,WSH@CHC,CHC,WSH,,,,,,C/1B/2B/3B/UTIL
127566-82563,2B/SS/OF,Garrett,Garrett Hampson,Hampson,2.4887097266412552,62,2000,BOS@CIN,CIN,BOS,,,,,,2B/SS/OF/UTIL
127566-82567,1B/OF,Ryan,Ryan Vilade,Vilade,1.524999976158142,8,2000,TB@STL,TB,STL,,,,,,C/1B/OF/UTIL
127566-119432,SS,Greg,Greg Jones,Jones,2,3,2000,CWS@MIL,MIL,CWS,,,,,,SS/UTIL
127566-119434,OF,Moises,Moises Gomez,Gomez,,0,2000,DET@SD,SD,DET,,,,,,OF/UTIL
127566-176777,OF,Cal,Cal Stevenson,Stevenson,1.9,5,2000,DET@SD,DET,SD,,,,,,OF/UTIL
127566-119439,C,Sam,Sam Huff,Huff,4.8,20,2000,MIN@BAL,BAL,MIN,,,,,,C/1B/UTIL
127566-119440,3B/2B,Davis,Davis Wendzel,Wendzel,1.8714286259242467,28,2000,PIT@NYM,PIT,NYM,,,,,,2B/3B/UTIL
127566-203418,2B/3B/1B/OF,Armando,Armando Alvarez,Alvarez,4.462500095367432,16,2000,MIN@BAL,MIN,BAL,,,,,,C/1B/2B/3B/OF/UTIL
127566-82586,OF,MJ,MJ Melendez,Melendez,2.8043478260869565,23,2000,PIT@NYM,NYM,PIT,,,,,,OF/UTIL
127566-119450,OF,Jeremy,Jeremy De La Rosa,De La Rosa,,0,2000,WSH@CHC,WSH,CHC,,,,,,OF/UTIL
127566-82589,OF/1B,Nick,Nick Pratto,Pratto,0,2,2000,TEX@PHI,TEX,PHI,,,,,,C/1B/OF/UTIL
127566-164514,SS,Maikol,Maikol Hernandez,Hernandez,,0,2000,MIN@BAL,BAL,MIN,,,,,,SS/UTIL
127566-164518,2B,Tyler,Tyler McDonough,McDonough,,0,2000,BOS@CIN,BOS,CIN,,,,,,2B/UTIL
127566-164519,3B,Alex,Alex Binelas,Binelas,,0,2000,TEX@PHI,PHI,TEX,,,,,,3B/UTIL
127566-21161,2B,Yolmer,Yolmer Sanchez,Sanchez,,0,2000,LAA@HOU,LAA,HOU,,,,,,2B/UTIL
127566-82602,3B,James,James Nelson,Nelson,,0,2000,LAA@HOU,HOU,LAA,,,,,,3B/UTIL
127566-164526,C,Nathan,Nathan Hickey,Hickey,,0,2000,BOS@CIN,BOS,CIN,,,,,,C/1B/UTIL
127566-164531,SS,Kevin,Kevin Made,Made,,0,2000,WSH@CHC,WSH,CHC,,,,,,SS/UTIL
127566-82611,OF,Akil,Akil Baddoo,Baddoo,3.0714285714285716,7,2000,CWS@MIL,MIL,CWS,IL,Quadriceps,,,,OF/UTIL
127566-164528,SS,James,James Triantos,Triantos,,0,2000,WSH@CHC,CHC,WSH,,,,,,SS/UTIL
127566-82613,2B,Thairo,Thairo Estrada,Estrada,8.187179174178686,39,2000,MIN@BAL,BAL,MIN,,,,,,2B/UTIL
127566-82620,2B,Nick,Nick Solak,Solak,0.75,4,2000,DET@SD,SD,DET,,,,,,2B/UTIL
127566-21183,C/1B,Carlos,Carlos Perez,Perez,,0,2000,LAA@HOU,HOU,LAA,,,,,,C/1B/UTIL
127566-203490,OF,Steward,Steward Berroa,Berroa,4.5,2,2000,CWS@MIL,MIL,CWS,IL,Shoulder,,,,OF/UTIL
127566-232173,OF,Justin,Justin Dean,Dean,0.4903225744924238,31,2000,WSH@CHC,CHC,WSH,,,,,,OF/UTIL
127566-232218,OF,Tristan,Tristan Peters,Peters,0,4,2000,CWS@MIL,CWS,MIL,,,,,0,OF/UTIL
127566-199466,3B/1B,Trey,Trey Lipscomb,Lipscomb,3.066666603088379,3,2000,WSH@CHC,WSH,CHC,,,,,,C/1B/3B/UTIL
127566-193328,OF,Wade,Wade Meckler,Meckler,0,2,2000,LAA@HOU,LAA,HOU,,,,,,OF/UTIL
127566-211774,1B/OF,Billy,Billy Cook,Cook,3.066666603088379,3,2000,PIT@NYM,PIT,NYM,,,,,,C/1B/OF/UTIL
127566-119623,OF,Alex,Alex Ramirez,Ramirez,0,3,2000,PIT@NYM,NYM,PIT,,,,,,OF/UTIL
127566-119633,OF,Misael,Misael Urbina,Urbina,,0,2000,MIN@BAL,MIN,BAL,,,,,,OF/UTIL
127566-119636,SS,Alexander,Alexander Vargas,Vargas,,0,2000,BOS@CIN,CIN,BOS,,,,,,SS/UTIL
127566-203639,3B/1B,CJ,CJ Alexander,Alexander,1.5,6,2000,LAA@HOU,HOU,LAA,,,,,,C/1B/3B/UTIL
127566-209786,1B,Niko,Niko Kavadas,Kavadas,1.5,10,2000,LAA@HOU,LAA,HOU,,,,,,C/1B/UTIL
127566-203641,SS,Levi,Levi Jordan,Jordan,1.8142856870378767,7,2000,WSH@CHC,WSH,CHC,,,,,,SS/UTIL
127566-189314,OF,Justyn-Henry,Justyn-Henry Malloy,Malloy,5.028301886792453,53,2000,TB@STL,TB,STL,,,,,,OF/UTIL
127566-82824,1B,Mike,Mike Ford,Ford,3.600000080309416,19,2000,MIN@BAL,MIN,BAL,,,,,,C/1B/UTIL
127566-68537,2B/3B/SS/OF,Tyler,Tyler Wade,Wade,3.468333435058594,60,2000,TEX@PHI,TEX,PHI,,,,,,2B/3B/SS/OF/UTIL
127566-68554,SS,Andrew,Andrew Velazquez,Velazquez,0,2,2000,TEX@PHI,TEX,PHI,,,,,,SS/UTIL
127566-80847,OF,Mike,Mike Tauchman,Tauchman,8.92258051390289,93,2000,PIT@NYM,NYM,PIT,O,Knee,,,,OF/UTIL
127566-68582,2B,Brendan,Brendan Rodgers,Rodgers,4.858139392941497,43,2000,BOS@CIN,BOS,CIN,O,Shoulder,,,,2B/UTIL
127566-13326,C,Christian,Christian Bethancourt,Bethancourt,5.056250095367432,64,2000,WSH@CHC,CHC,WSH,,,,,,C/1B/UTIL
127566-171037,C,Jason,Jason Delay,Delay,6.400000095367432,8,2000,BOS@CIN,BOS,CIN,,,,,,C/1B/UTIL
127566-240711,SS,Kaelen,Kaelen Culpepper,Culpepper,,0,2000,MIN@BAL,MIN,BAL,,,,,,SS/UTIL
127566-222286,OF,Braden,Braden Montgomery,Montgomery,,0,2000,CWS@MIL,CWS,MIL,,,,,0,OF/UTIL
127566-212070,OF,Gustavo,Gustavo Campero,Campero,5.885714394705636,28,2000,LAA@HOU,LAA,HOU,,,,,,OF/UTIL
127566-197764,C,Blake,Blake Hunt,Hunt,0,1,2000,DET@SD,SD,DET,DTD,Oblique,,,,C/1B/UTIL
127566-197768,SS/3B,Luis,Luis Vazquez,Vazquez,2.408333248562283,36,2000,MIN@BAL,BAL,MIN,O,Thumb,,,,3B/SS/UTIL
127566-232639,SS,Cesar,Cesar Prieto,Prieto,1,3,2000,TB@STL,STL,TB,,,,,,SS/UTIL
127566-21699,1B,Tyler,Tyler Austin,Austin,,0,2000,WSH@CHC,CHC,WSH,IL,Knee,,,,C/1B/UTIL
127566-38112,1B/3B,Gio,Gio Urshela,Urshela,5.389830508474576,59,2000,MIN@BAL,MIN,BAL,,,,,,C/1B/3B/UTIL
127566-226530,C,Maverick,Maverick Handley,Handley,2.1812500953674316,16,2000,MIN@BAL,BAL,MIN,,,,,,C/1B/UTIL
127566-79075,SS,Kevin,Kevin Maitan,Maitan,,0,2000,MIN@BAL,MIN,BAL,,,,,,SS/UTIL
127566-83174,3B,Sergio,Sergio Alcantara,Alcantara,0,1,2000,WSH@CHC,WSH,CHC,,,,,,3B/UTIL
127566-146666,OF,Heston,Heston Kjerstad,Kjerstad,5.679629855685764,54,2000,MIN@BAL,BAL,MIN,IL,Hamstring,,,,OF/UTIL
127566-60649,C,Alex,Alex Jackson,Jackson,6.443243078283362,37,2000,MIN@BAL,MIN,BAL,,,,,,C/1B/UTIL
127566-60652,2B,Christian,Christian Arroyo,Arroyo,,0,2000,PIT@NYM,NYM,PIT,,,,,,2B/UTIL
127566-146671,OF,Austin,Austin Hendrick,Hendrick,,0,2000,BOS@CIN,CIN,BOS,,,,,,OF/UTIL
127566-79087,1B,Michael,Michael Chavis,Chavis,0,1,2000,BOS@CIN,CIN,BOS,,,,,,C/1B/UTIL
127566-146675,3B,Blaze,Blaze Jordan,Jordan,,0,2000,TB@STL,STL,TB,,,,,,3B/UTIL
127566-197874,2B/3B,Oliver,Oliver Dunn,Dunn,4.985714503696987,14,2000,CWS@MIL,CWS,MIL,,,,,0,2B/3B/UTIL
127566-146672,SS,Reginald,Reginald Preciado,Preciado,,0,2000,WSH@CHC,CHC,WSH,,,,,,SS/UTIL
127566-146673,SS,Ed,Ed Howard,Howard,,0,2000,WSH@CHC,CHC,WSH,,,,,,SS/UTIL
127566-146680,C,Drew,Drew Romo,Romo,0,3,2000,CWS@MIL,CWS,MIL,,,,,0,C/1B/UTIL
127566-146694,SS,Arol,Arol Vera,Vera,,0,2000,LAA@HOU,LAA,HOU,,,,,,SS/UTIL
127566-146692,OF,David,David Calabrese,Calabrese,,0,2000,LAA@HOU,LAA,HOU,,,,,,OF/UTIL
127566-146693,OF,Alexander,Alexander Ramirez,Ramirez,,0,2000,LAA@HOU,LAA,HOU,,,,,,OF/UTIL
127566-146703,1B,Aaron,Aaron Sabato,Sabato,,0,2000,MIN@BAL,MIN,BAL,,,,,,C/1B/UTIL
127566-146700,SS,Freddy,Freddy Zamora,Zamora,,0,2000,CWS@MIL,MIL,CWS,,,,,,SS/UTIL
127566-146715,C/1B,Endy,Endy Rodriguez,Rodriguez,4.277777777777778,18,2000,PIT@NYM,PIT,NYM,,,,,,C/1B/UTIL
127566-197912,OF,Jacob,Jacob Hurtubise,Hurtubise,1.8000000317891438,12,2000,CWS@MIL,MIL,CWS,,,,,,OF/UTIL
127566-85277,2B/OF/1B/3B,Cavan,Cavan Biggio,Biggio,3.573684290835732,38,2000,LAA@HOU,HOU,LAA,,,,,,C/1B/2B/3B/OF/UTIL
127566-146718,SS,Casey,Casey Martin,Martin,,0,2000,CWS@MIL,MIL,CWS,,,,,,SS/UTIL
127566-197918,SS,Tsung-Che,Tsung-Che Cheng,Cheng,0,3,2000,BOS@CIN,BOS,CIN,,,,,,SS/UTIL
127566-197917,OF,Victor,Victor Mesa Jr.,Mesa Jr.,5.712500095367432,16,2000,TB@STL,TB,STL,,,,,,OF/UTIL
127566-146726,OF,Josh,Josh Mears,Mears,,0,2000,DET@SD,SD,DET,,,,,,OF/UTIL
127566-146731,SS/2B,Alika,Alika Williams,Williams,4.191892056851773,37,2000,PIT@NYM,PIT,NYM,,,,,,2B/SS/UTIL
127566-146735,OF,Roismar,Roismar Quintana,Quintana,,0,2000,WSH@CHC,WSH,CHC,,,,,,OF/UTIL
127566-146738,2B,Justin,Justin Foscue,Foscue,3.25,4,2000,TEX@PHI,TEX,PHI,,,,,,2B/UTIL
127566-79152,C,Matt,Matt Thaiss,Thaiss,5.736666870117188,60,2000,BOS@CIN,BOS,CIN,,,,,,C/1B/UTIL
127566-238907,OF,Nick,Nick Morabito,Morabito,,0,2000,PIT@NYM,NYM,PIT,,,,,,OF/UTIL
127566-79160,OF,Alex,Alex Verdugo,Verdugo,5.967857360839844,56,2000,DET@SD,SD,DET,,,,,,OF/UTIL
127566-238910,OF,Christian,Christian Franklin,Franklin,,0,2000,WSH@CHC,WSH,CHC,,,,,,OF/UTIL
127566-238914,C,Leo,Leo Bernal,Bernal,,0,2000,TB@STL,STL,TB,,,,,,C/1B/UTIL
127566-79190,C,Ben,Ben Rortvedt,Rortvedt,4.097916603088379,48,2000,PIT@NYM,NYM,PIT,,,,,,C/1B/UTIL
127566-79204,SS,Richie,Richie Martin,Martin,,0,2000,TEX@PHI,TEX,PHI,,,,,,SS/UTIL
127566-79213,SS/2B,Scott,Scott Kingery,Kingery,1.9263157091642682,19,2000,WSH@CHC,CHC,WSH,,,,,,2B/SS/UTIL
127566-238959,1B,Abimelec,Abimelec Ortiz,Ortiz,,0,2000,WSH@CHC,WSH,CHC,,,,,,C/1B/UTIL
127566-238964,OF,Hendry,Hendry Mendez,Mendez,,0,2000,MIN@BAL,MIN,BAL,,,,,,OF/UTIL
127566-238970,3B,Pedro,Pedro Ramirez,Ramirez,,0,2000,WSH@CHC,CHC,WSH,,,,,,3B/UTIL
127566-232834,C,Rafael,Rafael Flores,Flores,3,7,2000,PIT@NYM,PIT,NYM,,,,,,C/1B/UTIL
127566-21890,SS/1B/3B/2B,Orlando,Orlando Arcia,Arcia,3.8697369224146794,76,2000,MIN@BAL,MIN,BAL,,,,,,C/1B/2B/3B/SS/UTIL
127566-238977,3B,Tanner,Tanner Murray,Murray,,0,2000,CWS@MIL,CWS,MIL,,,,,0,3B/UTIL
127566-38297,C,Austin,Austin Barnes,Barnes,4.523076864389273,13,2000,PIT@NYM,NYM,PIT,,,,,,C/1B/UTIL
127566-193947,SS,Mason,Mason McCoy,McCoy,3.0833333333333335,18,2000,DET@SD,SD,DET,,,,,,SS/UTIL
127566-239013,2B,Hao-Yu,Hao-Yu Lee,Lee,,0,2000,DET@SD,DET,SD,DTD,Oblique,,,,2B/UTIL
127566-239012,SS,Jadher,Jadher Areinamo,Areinamo,,0,2000,TB@STL,TB,STL,DTD,Hamstring,,,,SS/UTIL
127566-79279,OF,Andrew,Andrew Stevenson,Stevenson,,0,2000,TB@STL,TB,STL,,,,,,OF/UTIL
127566-239055,C,Eduardo,Eduardo Valencia,Valencia,,0,2000,DET@SD,DET,SD,,,,,,C/1B/UTIL
127566-239052,OF,Esmerlyn,Esmerlyn Valdez,Valdez,,0,2000,PIT@NYM,PIT,NYM,,,,,,OF/UTIL
127566-101841,OF,Edward,Edward Olivares,Olivares,6.998181707208807,55,2000,TB@STL,TB,STL,,,,,,OF/UTIL
127566-239058,OF,Gabriel,Gabriel Rincones Jr.,Rincones Jr.,,0,2000,TEX@PHI,PHI,TEX,DTD,Knee,,,,OF/UTIL
127566-239056,OF,Reed,Reed Trimble,Trimble,,0,2000,MIN@BAL,BAL,MIN,,,,,,OF/UTIL
127566-171482,1B,Bligh,Bligh Madris,Madris,6.338095528738839,21,2000,TB@STL,STL,TB,,,,,,C/1B/UTIL
127566-136673,C,Mark,Mark Kolozsvary,Kolozsvary,0,2,2000,TEX@PHI,PHI,TEX,DTD,Undisclosed,,,,C/1B/UTIL
127566-71182,3B/1B,Jeimer,Jeimer Candelario,Candelario,5.572727203369141,22,2000,LAA@HOU,LAA,HOU,,,,,,C/1B/3B/UTIL
127566-226832,1B,Tim,Tim Elko,Elko,5.83478247601053,23,2000,CWS@MIL,CWS,MIL,O,Knee,,,0,C/1B/UTIL
127566-95776,2B/SS/3B/OF,Pablo,Pablo Reyes,Reyes,2.111999969482422,25,2000,DET@SD,SD,DET,,,,,,2B/3B/SS/OF/UTIL
